   31.5       12.0       90.0               
   31.5       20.0       90.0               
   31.5       28.0       90.0               
   31.5       33.5        0.0               
   39.5       33.5        0.0               
   31.5       33.5       180.0              
   23.5       34.0       180.0              
   15.5       33.5       180.0              
    8.5       33.5       270.0              
   12.1       33.5       90.0               
   12.1       40.5       90.0               
    9.0       44.0       90.0               
    9.0       50.0       90.0               
    9.0       56.0       90.0               
    9.0       34.0       270.0              
    9.0       33.5       270.0              
    9.0       33.5        0.0               
