   31.5        3.0        90                
   31.5        4.0        90                
   31.5        5.0        90                
   31.5        6.0        90                
   31.5        7.0        90                
   31.5        8.0        90                
   31.5        9.0        90                
   31.5       10.0        90                
   31.5       11.0        90                
   31.5       12.0        90                
   31.5       13.0        90                
   31.5       14.0        90                
   31.5       15.0        90                
   31.5       16.0        90                
   31.5       17.0        90                
   31.5       18.0        90                
   31.5       19.0        90                
   31.5       20.0        90                
   31.5       21.0        90                
   31.5       22.0        90                
   31.5       23.0        90                
   31.5       24.0        90                
   31.5       25.0        90                
   31.5       26.0        90                
   31.5       27.0        90                
   31.5       27.5        90                
   30.5       27.5        180               
   29.5       27.5        180               
   28.5       27.5        180               
   27.5       27.5        180               
   26.5       27.5        180               
   25.5       27.5        180               
   24.5       28.0        180               
   23.5       28.0        180               
   22.5       28.0        180               
   21.5       28.0        180               
   20.5       27.5        180               
   19.5       27.5        180               
   18.5       27.5        180               
   17.5       27.5        180               
   16.5       27.5        180               
   15.5       27.5        180               
   14.5       27.5        180               
   13.5       27.5        180               
   12.5       27.5        180               
   12.1       28.5        90                
   12.1       29.5        90                
   12.1       30.5        90                
   12.1       31.5        90                
   12.1       32.5        90                
   12.1       33.5        90                
   12.1       34.5        90                
   12.1       35.0        90                
   11.4       35.7        135               
   10.7       36.4        135               
   10.0       37.1        135               
    9.3       37.8        135               
    9.0       38.0        90                
    9.0       39.0        90                
    9.0       40.0        90                
    9.0       41.0        90                
    9.0       42.0        90                
    9.0       43.0        90                
    9.0       44.0        90                
    9.0       45.0        90                
    9.0       46.0        90                
    9.0       47.0        90                
    9.0       48.0        90                
    9.0       49.0        90                
    9.0       50.0        90                
    9.0       51.0        90                
